T,P_sat,rho_l,rho_g,Cp_l,Cp_g,lambda,k_l,k_g,mu_l,mu_g
403.05,1904500,927.15,112.87,1625.2,1384.1,112010,0.05098,0.022414,0.00013,0.000016535
403.1,1906300,926.9,113.01,1625.9,1385,111950,0.050969,0.022426,0.00012991,0.00001654
403.15,1908100,926.65,113.15,1626.5,1385.9,111890,0.050959,0.022437,0.00012981,0.000016546
403.2,1909800,926.41,113.28,1627.1,1386.8,111820,0.050949,0.022448,0.00012972,0.000016552
403.25,1911600,926.16,113.42,1627.8,1387.7,111760,0.050938,0.022459,0.00012962,0.000016558
403.3,1913400,925.92,113.55,1628.4,1388.7,111700,0.050928,0.022471,0.00012953,0.000016563
403.35,1915200,925.67,113.69,1629.1,1389.6,111640,0.050917,0.022482,0.00012943,0.000016569
403.4,1917000,925.42,113.83,1629.7,1390.5,111570,0.050907,0.022494,0.00012934,0.000016575
403.45,1918800,925.18,113.96,1630.4,1391.4,111510,0.050897,0.022505,0.00012925,0.000016581
403.5,1920600,924.93,114.1,1631.1,1392.3,111450,0.050886,0.022516,0.00012915,0.000016587
403.55,1922400,924.68,114.24,1631.7,1393.2,111380,0.050876,0.022528,0.00012906,0.000016592
403.6,1924200,924.43,114.37,1632.4,1394.2,111320,0.050865,0.022539,0.00012896,0.000016598
403.65,1926000,924.19,114.51,1633,1395.1,111260,0.050855,0.022551,0.00012887,0.000016604
403.7,1927800,923.94,114.65,1633.7,1396,111200,0.050844,0.022562,0.00012878,0.00001661
403.75,1929600,923.69,114.79,1634.4,1397,111130,0.050834,0.022574,0.00012868,0.000016616
403.8,1931400,923.44,114.92,1635,1397.9,111070,0.050824,0.022585,0.00012859,0.000016622
403.85,1933200,923.19,115.06,1635.7,1398.8,111010,0.050813,0.022597,0.00012849,0.000016627
403.9,1935000,922.94,115.2,1636.4,1399.8,110940,0.050803,0.022608,0.0001284,0.000016633
403.95,1936800,922.69,115.34,1637,1400.7,110880,0.050792,0.02262,0.0001283,0.000016639
404,1938600,922.45,115.48,1637.7,1401.7,110820,0.050782,0.022631,0.00012821,0.000016645
404.05,1940500,922.2,115.62,1638.4,1402.6,110750,0.050771,0.022643,0.00012812,0.000016651
404.1,1942300,921.95,115.76,1639.1,1403.6,110690,0.050761,0.022654,0.00012802,0.000016657
404.15,1944100,921.7,115.9,1639.7,1404.5,110630,0.050751,0.022666,0.00012793,0.000016663
404.2,1945900,921.45,116.04,1640.4,1405.5,110560,0.05074,0.022678,0.00012783,0.000016669
404.25,1947700,921.2,116.18,1641.1,1406.4,110500,0.05073,0.022689,0.00012774,0.000016675
404.3,1949500,920.95,116.32,1641.8,1407.4,110430,0.050719,0.022701,0.00012765,0.000016681
404.35,1951300,920.69,116.46,1642.5,1408.4,110370,0.050709,0.022713,0.00012755,0.000016687
404.4,1953200,920.44,116.6,1643.1,1409.3,110310,0.050698,0.022724,0.00012746,0.000016693
404.45,1955000,920.19,116.74,1643.8,1410.3,110240,0.050688,0.022736,0.00012737,0.000016699
404.5,1956800,919.94,116.88,1644.5,1411.3,110180,0.050678,0.022748,0.00012727,0.000016705
404.55,1958600,919.69,117.02,1645.2,1412.3,110110,0.050667,0.02276,0.00012718,0.000016711
404.6,1960500,919.44,117.16,1645.9,1413.2,110050,0.050657,0.022771,0.00012708,0.000016717
404.65,1962300,919.19,117.3,1646.6,1414.2,109990,0.050646,0.022783,0.00012699,0.000016723
404.7,1964100,918.93,117.44,1647.3,1415.2,109920,0.050636,0.022795,0.0001269,0.000016729
404.75,1965900,918.68,117.59,1648,1416.2,109860,0.050626,0.022807,0.0001268,0.000016735
404.8,1967800,918.43,117.73,1648.7,1417.2,109790,0.050615,0.022819,0.00012671,0.000016741
404.85,1969600,918.18,117.87,1649.4,1418.2,109730,0.050605,0.022831,0.00012661,0.000016747
404.9,1971400,917.92,118.01,1650.1,1419.2,109660,0.050594,0.022842,0.00012652,0.000016753
404.95,1973300,917.67,118.16,1650.8,1420.2,109600,0.050584,0.022854,0.00012643,0.000016759
405,1975100,917.42,118.3,1651.5,1421.2,109540,0.050574,0.022866,0.00012633,0.000016765
405.05,1976900,917.16,118.44,1652.3,1422.2,109470,0.050563,0.022878,0.00012624,0.000016771
405.1,1978800,916.91,118.58,1653,1423.2,109410,0.050553,0.02289,0.00012615,0.000016777
405.15,1980600,916.66,118.73,1653.7,1424.2,109340,0.050542,0.022902,0.00012605,0.000016784
405.2,1982500,916.4,118.87,1654.4,1425.2,109280,0.050532,0.022914,0.00012596,0.00001679
405.25,1984300,916.15,119.02,1655.1,1426.2,109210,0.050521,0.022926,0.00012586,0.000016796
405.3,1986200,915.89,119.16,1655.8,1427.2,109150,0.050511,0.022938,0.00012577,0.000016802
405.35,1988000,915.64,119.3,1656.6,1428.3,109080,0.050501,0.02295,0.00012568,0.000016808
405.4,1989800,915.38,119.45,1657.3,1429.3,109020,0.05049,0.022962,0.00012558,0.000016814
405.45,1991700,915.13,119.59,1658,1430.3,108950,0.05048,0.022974,0.00012549,0.000016821
405.5,1993500,914.87,119.74,1658.8,1431.4,108890,0.050469,0.022986,0.0001254,0.000016827
405.55,1995400,914.61,119.88,1659.5,1432.4,108820,0.050459,0.022999,0.0001253,0.000016833
405.6,1997200,914.36,120.03,1660.2,1433.4,108760,0.050449,0.023011,0.00012521,0.000016839
405.65,1999100,914.1,120.18,1661,1434.5,108690,0.050438,0.023023,0.00012511,0.000016845
405.7,2001000,913.85,120.32,1661.7,1435.5,108630,0.050428,0.023035,0.00012502,0.000016852
405.75,2002800,913.59,120.47,1662.4,1436.6,108560,0.050417,0.023047,0.00012493,0.000016858
405.8,2004700,913.33,120.61,1663.2,1437.6,108490,0.050407,0.02306,0.00012483,0.000016864
405.85,2006500,913.08,120.76,1663.9,1438.7,108430,0.050397,0.023072,0.00012474,0.000016871
405.9,2008400,912.82,120.91,1664.7,1439.7,108360,0.050386,0.023084,0.00012465,0.000016877
405.95,2010200,912.56,121.05,1665.4,1440.8,108300,0.050376,0.023096,0.00012455,0.000016883
406,2012100,912.3,121.2,1666.2,1441.8,108230,0.050365,0.023109,0.00012446,0.000016889
406.05,2014000,912.04,121.35,1666.9,1442.9,108170,0.050355,0.023121,0.00012437,0.000016896
406.1,2015800,911.79,121.5,1667.7,1444,108100,0.050344,0.023133,0.00012427,0.000016902
406.15,2017700,911.53,121.65,1668.4,1445.1,108030,0.050334,0.023146,0.00012418,0.000016909
406.2,2019600,911.27,121.79,1669.2,1446.1,107970,0.050324,0.023158,0.00012409,0.000016915
406.25,2021400,911.01,121.94,1669.9,1447.2,107900,0.050313,0.02317,0.00012399,0.000016921
406.3,2023300,910.75,122.09,1670.7,1448.3,107840,0.050303,0.023183,0.0001239,0.000016928
406.35,2025200,910.49,122.24,1671.5,1449.4,107770,0.050292,0.023195,0.0001238,0.000016934
406.4,2027100,910.23,122.39,1672.2,1450.5,107700,0.050282,0.023208,0.00012371,0.00001694
406.45,2028900,909.97,122.54,1673,1451.6,107640,0.050272,0.02322,0.00012362,0.000016947
406.5,2030800,909.71,122.69,1673.8,1452.7,107570,0.050261,0.023233,0.00012352,0.000016953
406.55,2032700,909.45,122.84,1674.6,1453.8,107510,0.050251,0.023245,0.00012343,0.00001696
406.6,2034600,909.19,122.99,1675.3,1454.9,107440,0.05024,0.023258,0.00012334,0.000016966
406.65,2036400,908.93,123.14,1676.1,1456,107370,0.05023,0.02327,0.00012324,0.000016973
406.7,2038300,908.67,123.29,1676.9,1457.1,107310,0.05022,0.023283,0.00012315,0.000016979
406.75,2040200,908.41,123.44,1677.7,1458.2,107240,0.050209,0.023295,0.00012306,0.000016986
406.8,2042100,908.15,123.59,1678.5,1459.3,107170,0.050199,0.023308,0.00012296,0.000016992
406.85,2044000,907.89,123.74,1679.3,1460.4,107110,0.050188,0.023321,0.00012287,0.000016999
406.9,2045900,907.62,123.89,1680,1461.5,107040,0.050178,0.023333,0.00012278,0.000017005
406.95,2047700,907.36,124.04,1680.8,1462.7,106970,0.050168,0.023346,0.00012268,0.000017012
407,2049600,907.1,124.19,1681.6,1463.8,106900,0.050157,0.023359,0.00012259,0.000017018
407.05,2051500,906.84,124.35,1682.4,1464.9,106840,0.050147,0.023371,0.0001225,0.000017025
407.1,2053400,906.57,124.5,1683.2,1466.1,106770,0.050137,0.023384,0.0001224,0.000017031
407.15,2055300,906.31,124.65,1684,1467.2,106700,0.050126,0.023397,0.00012231,0.000017038
407.2,2057200,906.05,124.8,1684.8,1468.4,106640,0.050116,0.02341,0.00012222,0.000017045
407.25,2059100,905.78,124.96,1685.6,1469.5,106570,0.050105,0.023422,0.00012212,0.000017051
407.3,2061000,905.52,125.11,1686.4,1470.7,106500,0.050095,0.023435,0.00012203,0.000017058
407.35,2062900,905.25,125.26,1687.3,1471.8,106430,0.050085,0.023448,0.00012194,0.000017065
407.4,2064800,904.99,125.42,1688.1,1473,106370,0.050074,0.023461,0.00012184,0.000017071
407.45,2066700,904.73,125.57,1688.9,1474.1,106300,0.050064,0.023474,0.00012175,0.000017078
407.5,2068600,904.46,125.73,1689.7,1475.3,106230,0.050053,0.023487,0.00012166,0.000017085
407.55,2070500,904.2,125.88,1690.5,1476.5,106160,0.050043,0.0235,0.00012156,0.000017091
407.6,2072400,903.93,126.03,1691.4,1477.7,106100,0.050033,0.023512,0.00012147,0.000017098
407.65,2074300,903.67,126.19,1692.2,1478.8,106030,0.050022,0.023525,0.00012138,0.000017105
407.7,2076200,903.4,126.34,1693,1480,105960,0.050012,0.023538,0.00012128,0.000017111
407.75,2078100,903.13,126.5,1693.8,1481.2,105890,0.050001,0.023551,0.00012119,0.000017118
407.8,2080000,902.87,126.66,1694.7,1482.4,105820,0.049991,0.023564,0.0001211,0.000017125
407.85,2082000,902.6,126.81,1695.5,1483.6,105760,0.049981,0.023578,0.000121,0.000017132
407.9,2083900,902.33,126.97,1696.3,1484.8,105690,0.04997,0.023591,0.00012091,0.000017138
407.95,2085800,902.07,127.12,1697.2,1486,105620,0.04996,0.023604,0.00012082,0.000017145
408,2087700,901.8,127.28,1698,1487.2,105550,0.04995,0.023617,0.00012072,0.000017152
408.05,2089600,901.53,127.44,1698.9,1488.4,105480,0.049939,0.02363,0.00012063,0.000017159
408.1,2091500,901.26,127.59,1699.7,1489.6,105410,0.049929,0.023643,0.00012054,0.000017166
408.15,2093500,901,127.75,1700.6,1490.8,105350,0.049918,0.023656,0.00012045,0.000017172
408.2,2095400,900.73,127.91,1701.4,1492,105280,0.049908,0.023669,0.00012035,0.000017179
408.25,2097300,900.46,128.07,1702.3,1493.3,105210,0.049898,0.023683,0.00012026,0.000017186
408.3,2099200,900.19,128.22,1703.1,1494.5,105140,0.049887,0.023696,0.00012017,0.000017193
408.35,2101200,899.92,128.38,1704,1495.7,105070,0.049877,0.023709,0.00012007,0.0000172
408.4,2103100,899.65,128.54,1704.9,1497,105000,0.049867,0.023723,0.00011998,0.000017207
408.45,2105000,899.38,128.7,1705.7,1498.2,104930,0.049856,0.023736,0.00011989,0.000017214
408.5,2106900,899.11,128.86,1706.6,1499.4,104860,0.049846,0.023749,0.00011979,0.000017221
408.55,2108900,898.84,129.02,1707.5,1500.7,104800,0.049835,0.023763,0.0001197,0.000017228
408.6,2110800,898.57,129.18,1708.3,1501.9,104730,0.049825,0.023776,0.00011961,0.000017235
408.65,2112700,898.3,129.34,1709.2,1503.2,104660,0.049815,0.023789,0.00011951,0.000017242
408.7,2114700,898.03,129.5,1710.1,1504.5,104590,0.049804,0.023803,0.00011942,0.000017249
408.75,2116600,897.76,129.66,1711,1505.7,104520,0.049794,0.023816,0.00011933,0.000017256
408.8,2118500,897.49,129.82,1711.9,1507,104450,0.049784,0.02383,0.00011923,0.000017263
408.85,2120500,897.22,129.98,1712.8,1508.3,104380,0.049773,0.023843,0.00011914,0.00001727
408.9,2122400,896.95,130.14,1713.7,1509.6,104310,0.049763,0.023857,0.00011905,0.000017277
408.95,2124400,896.67,130.3,1714.5,1510.8,104240,0.049752,0.02387,0.00011896,0.000017284
409,2126300,896.4,130.46,1715.4,1512.1,104170,0.049742,0.023884,0.00011886,0.000017291
409.05,2128300,896.13,130.63,1716.3,1513.4,104100,0.049732,0.023897,0.00011877,0.000017298
409.1,2130200,895.86,130.79,1717.2,1514.7,104030,0.049721,0.023911,0.00011868,0.000017305
409.15,2132200,895.58,130.95,1718.2,1516,103960,0.049711,0.023925,0.00011858,0.000017312
409.2,2134100,895.31,131.11,1719.1,1517.3,103890,0.049701,0.023938,0.00011849,0.000017319
409.25,2136100,895.04,131.28,1720,1518.6,103820,0.04969,0.023952,0.0001184,0.000017326
409.3,2138000,894.76,131.44,1720.9,1519.9,103750,0.04968,0.023966,0.0001183,0.000017333
409.35,2140000,894.49,131.6,1721.8,1521.2,103680,0.04967,0.02398,0.00011821,0.000017341
409.4,2141900,894.21,131.77,1722.7,1522.6,103610,0.049659,0.023993,0.00011812,0.000017348
409.45,2143900,893.94,131.93,1723.6,1523.9,103540,0.049649,0.024007,0.00011802,0.000017355
409.5,2145800,893.66,132.09,1724.6,1525.2,103470,0.049639,0.024021,0.00011793,0.000017362
409.55,2147800,893.39,132.26,1725.5,1526.6,103400,0.049628,0.024035,0.00011784,0.000017369
409.6,2149700,893.11,132.42,1726.4,1527.9,103330,0.049618,0.024049,0.00011775,0.000017377
409.65,2151700,892.84,132.59,1727.4,1529.2,103260,0.049607,0.024063,0.00011765,0.000017384
409.7,2153700,892.56,132.75,1728.3,1530.6,103190,0.049597,0.024076,0.00011756,0.000017391
409.75,2155600,892.28,132.92,1729.2,1532,103120,0.049587,0.02409,0.00011747,0.000017398
409.8,2157600,892.01,133.09,1730.2,1533.3,103050,0.049576,0.024104,0.00011737,0.000017406
409.85,2159600,891.73,133.25,1731.1,1534.7,102970,0.049566,0.024118,0.00011728,0.000017413
409.9,2161500,891.45,133.42,1732.1,1536,102900,0.049556,0.024132,0.00011719,0.00001742
409.95,2163500,891.17,133.58,1733,1537.4,102830,0.049545,0.024146,0.00011709,0.000017428
410,2165500,890.9,133.75,1734,1538.8,102760,0.049535,0.02416,0.000117,0.000017435
410.05,2167500,890.62,133.92,1734.9,1540.2,102690,0.049525,0.024175,0.00011691,0.000017442
410.1,2169400,890.34,134.09,1735.9,1541.6,102620,0.049514,0.024189,0.00011682,0.00001745
410.15,2171400,890.06,134.25,1736.9,1543,102550,0.049504,0.024203,0.00011672,0.000017457
410.2,2173400,889.78,134.42,1737.8,1544.3,102480,0.049494,0.024217,0.00011663,0.000017465
410.25,2175400,889.5,134.59,1738.8,1545.8,102400,0.049483,0.024231,0.00011654,0.000017472
410.3,2177300,889.22,134.76,1739.8,1547.2,102330,0.049473,0.024245,0.00011644,0.000017479
410.35,2179300,888.94,134.93,1740.8,1548.6,102260,0.049463,0.02426,0.00011635,0.000017487
410.4,2181300,888.66,135.1,1741.7,1550,102190,0.049452,0.024274,0.00011626,0.000017494
410.45,2183300,888.38,135.27,1742.7,1551.4,102120,0.049442,0.024288,0.00011616,0.000017502
410.5,2185300,888.1,135.44,1743.7,1552.8,102050,0.049432,0.024303,0.00011607,0.000017509
410.55,2187300,887.82,135.61,1744.7,1554.3,101970,0.049421,0.024317,0.00011598,0.000017517
410.6,2189200,887.54,135.78,1745.7,1555.7,101900,0.049411,0.024331,0.00011589,0.000017524
410.65,2191200,887.26,135.95,1746.7,1557.1,101830,0.049401,0.024346,0.00011579,0.000017532
410.7,2193200,886.98,136.12,1747.7,1558.6,101760,0.04939,0.02436,0.0001157,0.000017539
410.75,2195200,886.7,136.29,1748.7,1560,101690,0.04938,0.024375,0.00011561,0.000017547
410.8,2197200,886.41,136.46,1749.7,1561.5,101610,0.04937,0.024389,0.00011551,0.000017555
410.85,2199200,886.13,136.63,1750.7,1563,101540,0.049359,0.024404,0.00011542,0.000017562
410.9,2201200,885.85,136.8,1751.7,1564.4,101470,0.049349,0.024418,0.00011533,0.00001757
410.95,2203200,885.57,136.98,1752.8,1565.9,101400,0.049339,0.024433,0.00011523,0.000017577
411,2205200,885.28,137.15,1753.8,1567.4,101320,0.049328,0.024447,0.00011514,0.000017585
411.05,2207200,885,137.32,1754.8,1568.9,101250,0.049318,0.024462,0.00011505,0.000017593
411.1,2209200,884.71,137.49,1755.8,1570.4,101180,0.049308,0.024477,0.00011496,0.0000176
411.15,2211200,884.43,137.67,1756.9,1571.9,101100,0.049297,0.024491,0.00011486,0.000017608
411.2,2213200,884.15,137.84,1757.9,1573.4,101030,0.049287,0.024506,0.00011477,0.000017616
411.25,2215200,883.86,138.01,1758.9,1574.9,100960,0.049277,0.024521,0.00011468,0.000017624
411.3,2217200,883.57,138.19,1760,1576.4,100880,0.049267,0.024535,0.00011458,0.000017631
411.35,2219200,883.29,138.36,1761,1577.9,100810,0.049256,0.02455,0.00011449,0.000017639
411.4,2221300,883,138.54,1762.1,1579.4,100740,0.049246,0.024565,0.0001144,0.000017647
411.45,2223300,882.72,138.71,1763.1,1580.9,100660,0.049236,0.02458,0.0001143,0.000017655
411.5,2225300,882.43,138.89,1764.2,1582.5,100590,0.049225,0.024595,0.00011421,0.000017662
411.55,2227300,882.14,139.06,1765.2,1584,100520,0.049215,0.02461,0.00011412,0.00001767
411.6,2229300,881.86,139.24,1766.3,1585.6,100440,0.049205,0.024625,0.00011403,0.000017678
411.65,2231300,881.57,139.42,1767.4,1587.1,100370,0.049194,0.02464,0.00011393,0.000017686
411.7,2233400,881.28,139.59,1768.4,1588.7,100300,0.049184,0.024655,0.00011384,0.000017694
411.75,2235400,880.99,139.77,1769.5,1590.2,100220,0.049174,0.02467,0.00011375,0.000017702
411.8,2237400,880.71,139.95,1770.6,1591.8,100150,0.049164,0.024685,0.00011365,0.00001771
411.85,2239400,880.42,140.13,1771.7,1593.4,100070,0.049153,0.0247,0.00011356,0.000017718
411.9,2241400,880.13,140.3,1772.8,1594.9,100000,0.049143,0.024715,0.00011347,0.000017726
411.95,2243500,879.84,140.48,1773.9,1596.5,99926,0.049133,0.02473,0.00011337,0.000017734
412,2245500,879.55,140.66,1774.9,1598.1,99852,0.049122,0.024745,0.00011328,0.000017742
412.05,2247500,879.26,140.84,1776,1599.7,99778,0.049112,0.02476,0.00011319,0.000017749
412.1,2249600,878.97,141.02,1777.1,1601.3,99703,0.049102,0.024776,0.0001131,0.000017758
412.15,2251600,878.68,141.2,1778.3,1602.9,99629,0.049092,0.024791,0.000113,0.000017766
412.2,2253600,878.39,141.38,1779.4,1604.5,99554,0.049081,0.024806,0.00011291,0.000017774
412.25,2255700,878.1,141.56,1780.5,1606.2,99479,0.049071,0.024821,0.00011282,0.000017782
412.3,2257700,877.81,141.74,1781.6,1607.8,99405,0.049061,0.024837,0.00011272,0.00001779
412.35,2259700,877.51,141.92,1782.7,1609.4,99330,0.04905,0.024852,0.00011263,0.000017798
412.4,2261800,877.22,142.1,1783.8,1611.1,99255,0.04904,0.024868,0.00011254,0.000017806
412.45,2263800,876.93,142.28,1785,1612.7,99180,0.04903,0.024883,0.00011244,0.000017814
412.5,2265900,876.64,142.46,1786.1,1614.4,99104,0.04902,0.024898,0.00011235,0.000017822
412.55,2267900,876.34,142.64,1787.2,1616,99029,0.049009,0.024914,0.00011226,0.00001783
412.6,2270000,876.05,142.83,1788.4,1617.7,98954,0.048999,0.024929,0.00011217,0.000017839
412.65,2272000,875.76,143.01,1789.5,1619.4,98878,0.048989,0.024945,0.00011207,0.000017847
412.7,2274000,875.46,143.19,1790.7,1621,98803,0.048979,0.024961,0.00011198,0.000017855
412.75,2276100,875.17,143.38,1791.8,1622.7,98727,0.048968,0.024976,0.00011189,0.000017863
412.8,2278200,874.87,143.56,1793,1624.4,98652,0.048958,0.024992,0.00011179,0.000017871
412.85,2280200,874.58,143.74,1794.1,1626.1,98576,0.048948,0.025008,0.0001117,0.00001788
412.9,2282300,874.28,143.93,1795.3,1627.8,98500,0.048938,0.025023,0.00011161,0.000017888
412.95,2284300,873.99,144.11,1796.5,1629.5,98424,0.048927,0.025039,0.00011151,0.000017896
413,2286400,873.69,144.3,1797.7,1631.3,98348,0.048917,0.025055,0.00011142,0.000017905
413.05,2288400,873.39,144.48,1798.8,1633,98272,0.048907,0.025071,0.00011133,0.000017913
413.1,2290500,873.1,144.67,1800,1634.7,98196,0.048897,0.025086,0.00011124,0.000017921
413.15,2292600,872.8,144.85,1801.2,1636.5,98120,0.048886,0.025102,0.00011114,0.00001793
413.2,2294600,872.5,145.04,1802.4,1638.2,98043,0.048876,0.025118,0.00011105,0.000017938
413.25,2296700,872.21,145.22,1803.6,1639.9,97967,0.048866,0.025134,0.00011096,0.000017947
413.3,2298700,871.91,145.41,1804.8,1641.7,97890,0.048856,0.02515,0.00011086,0.000017955
413.35,2300800,871.61,145.6,1806,1643.5,97814,0.048845,0.025166,0.00011077,0.000017964
413.4,2302900,871.31,145.79,1807.2,1645.2,97737,0.048835,0.025182,0.00011068,0.000017972
413.45,2305000,871.01,145.97,1808.4,1647,97660,0.048825,0.025198,0.00011058,0.00001798
413.5,2307000,870.71,146.16,1809.6,1648.8,97583,0.048815,0.025214,0.00011049,0.000017989
413.55,2309100,870.41,146.35,1810.9,1650.6,97506,0.048805,0.025231,0.0001104,0.000017998
413.6,2311200,870.11,146.54,1812.1,1652.4,97429,0.048794,0.025247,0.0001103,0.000018006
413.65,2313200,869.81,146.73,1813.3,1654.2,97352,0.048784,0.025263,0.00011021,0.000018015
413.7,2315300,869.51,146.92,1814.6,1656,97275,0.048774,0.025279,0.00011012,0.000018023
413.75,2317400,869.21,147.11,1815.8,1657.9,97197,0.048764,0.025296,0.00011002,0.000018032
413.8,2319500,868.91,147.3,1817.1,1659.7,97120,0.048753,0.025312,0.00010993,0.00001804
413.85,2321600,868.61,147.49,1818.3,1661.5,97042,0.048743,0.025328,0.00010984,0.000018049
413.9,2323700,868.31,147.68,1819.6,1663.4,96964,0.048733,0.025345,0.00010975,0.000018058
413.95,2325700,868,147.87,1820.8,1665.2,96887,0.048723,0.025361,0.00010965,0.000018067
414,2327800,867.7,148.06,1822.1,1667.1,96809,0.048713,0.025377,0.00010956,0.000018075
414.05,2329900,867.4,148.25,1823.4,1669,96731,0.048702,0.025394,0.00010947,0.000018084
414.1,2332000,867.09,148.45,1824.6,1670.8,96653,0.048692,0.02541,0.00010937,0.000018093
414.15,2334100,866.79,148.64,1825.9,1672.7,96575,0.048682,0.025427,0.00010928,0.000018101
414.2,2336200,866.49,148.83,1827.2,1674.6,96497,0.048672,0.025444,0.00010919,0.00001811
414.25,2338300,866.18,149.03,1828.5,1676.5,96418,0.048662,0.02546,0.00010909,0.000018119
414.3,2340400,865.88,149.22,1829.8,1678.4,96340,0.048652,0.025477,0.000109,0.000018128
414.35,2342500,865.57,149.41,1831.1,1680.3,96261,0.048641,0.025494,0.00010891,0.000018137
414.4,2344600,865.26,149.61,1832.4,1682.3,96183,0.048631,0.02551,0.00010881,0.000018146
414.45,2346700,864.96,149.8,1833.7,1684.2,96104,0.048621,0.025527,0.00010872,0.000018154
414.5,2348800,864.65,150,1835,1686.1,96025,0.048611,0.025544,0.00010863,0.000018163
414.55,2350900,864.35,150.19,1836.3,1688.1,95946,0.048601,0.025561,0.00010853,0.000018172
414.6,2353000,864.04,150.39,1837.7,1690,95867,0.048591,0.025578,0.00010844,0.000018181
414.65,2355100,863.73,150.58,1839,1692,95788,0.04858,0.025595,0.00010835,0.00001819
414.7,2357200,863.42,150.78,1840.3,1694,95709,0.04857,0.025612,0.00010825,0.000018199
414.75,2359300,863.11,150.98,1841.7,1695.9,95630,0.04856,0.025629,0.00010816,0.000018208
414.8,2361400,862.81,151.18,1843,1697.9,95550,0.04855,0.025646,0.00010807,0.000018217
414.85,2363500,862.5,151.37,1844.4,1699.9,95471,0.04854,0.025663,0.00010797,0.000018226
414.9,2365600,862.19,151.57,1845.7,1701.9,95391,0.04853,0.02568,0.00010788,0.000018235
414.95,2367700,861.88,151.77,1847.1,1703.9,95312,0.04852,0.025697,0.00010779,0.000018245
415,2369900,861.57,151.97,1848.5,1706,95232,0.048509,0.025714,0.00010769,0.000018254
415.05,2372000,861.26,152.17,1849.8,1708,95152,0.048499,0.025731,0.0001076,0.000018263
415.1,2374100,860.95,152.37,1851.2,1710,95072,0.048489,0.025749,0.00010751,0.000018272
415.15,2376200,860.64,152.57,1852.6,1712.1,94992,0.048479,0.025766,0.00010741,0.000018281
415.2,2378300,860.32,152.77,1854,1714.1,94912,0.048469,0.025783,0.00010732,0.00001829
415.25,2380500,860.01,152.97,1855.4,1716.2,94832,0.048459,0.025801,0.00010723,0.0000183
415.3,2382600,859.7,153.17,1856.8,1718.3,94751,0.048449,0.025818,0.00010713,0.000018309
415.35,2384700,859.39,153.37,1858.2,1720.4,94671,0.048439,0.025836,0.00010704,0.000018318
415.4,2386800,859.07,153.57,1859.6,1722.5,94590,0.048428,0.025853,0.00010695,0.000018327
415.45,2389000,858.76,153.77,1861,1724.6,94509,0.048418,0.025871,0.00010685,0.000018337
415.5,2391100,858.45,153.98,1862.5,1726.7,94429,0.048408,0.025888,0.00010676,0.000018346
415.55,2393200,858.13,154.18,1863.9,1728.8,94348,0.048398,0.025906,0.00010666,0.000018355
415.6,2395400,857.82,154.38,1865.3,1730.9,94267,0.048388,0.025923,0.00010657,0.000018365
415.65,2397500,857.5,154.59,1866.8,1733.1,94186,0.048378,0.025941,0.00010648,0.000018374
415.7,2399700,857.19,154.79,1868.2,1735.2,94104,0.048368,0.025959,0.00010638,0.000018384
415.75,2401800,856.87,154.99,1869.7,1737.4,94023,0.048358,0.025977,0.00010629,0.000018393
415.8,2403900,856.55,155.2,1871.1,1739.5,93942,0.048348,0.025994,0.0001062,0.000018403
415.85,2406100,856.24,155.41,1872.6,1741.7,93860,0.048338,0.026012,0.0001061,0.000018412
415.9,2408200,855.92,155.61,1874.1,1743.9,93779,0.048328,0.02603,0.00010601,0.000018422
415.95,2410400,855.6,155.82,1875.5,1746.1,93697,0.048317,0.026048,0.00010592,0.000018431
416,2412500,855.28,156.02,1877,1748.3,93615,0.048307,0.026066,0.00010582,0.000018441
416.05,2414700,854.97,156.23,1878.5,1750.5,93533,0.048297,0.026084,0.00010573,0.00001845
416.1,2416800,854.65,156.44,1880,1752.7,93451,0.048287,0.026102,0.00010564,0.00001846
416.15,2419000,854.33,156.65,1881.5,1755,93369,0.048277,0.02612,0.00010554,0.000018469
416.2,2421100,854.01,156.85,1883,1757.2,93286,0.048267,0.026138,0.00010545,0.000018479
416.25,2423300,853.69,157.06,1884.5,1759.5,93204,0.048257,0.026157,0.00010535,0.000018489
416.3,2425400,853.37,157.27,1886.1,1761.7,93122,0.048247,0.026175,0.00010526,0.000018499
416.35,2427600,853.05,157.48,1887.6,1764,93039,0.048237,0.026193,0.00010517,0.000018508
416.4,2429700,852.73,157.69,1889.1,1766.3,92956,0.048227,0.026212,0.00010507,0.000018518
416.45,2431900,852.4,157.9,1890.7,1768.6,92873,0.048217,0.02623,0.00010498,0.000018528
416.5,2434100,852.08,158.11,1892.2,1770.9,92791,0.048207,0.026248,0.00010488,0.000018538
416.55,2436200,851.76,158.32,1893.8,1773.2,92708,0.048197,0.026267,0.00010479,0.000018547
416.6,2438400,851.44,158.53,1895.3,1775.6,92624,0.048187,0.026285,0.0001047,0.000018557
416.65,2440600,851.11,158.74,1896.9,1777.9,92541,0.048177,0.026304,0.0001046,0.000018567
416.7,2442700,850.79,158.96,1898.5,1780.2,92458,0.048167,0.026322,0.00010451,0.000018577
416.75,2444900,850.46,159.17,1900.1,1782.6,92374,0.048157,0.026341,0.00010442,0.000018587
416.8,2447100,850.14,159.38,1901.7,1785,92291,0.048147,0.02636,0.00010432,0.000018597
